ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance?,ALE_Follow_Up_Action,ALE_Follow_Up_Status
6004,CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,LOS ANGELES,1910140-AAB-A,Pasadena Unified,Altadena Elementary,743 East Calaveras Street Altadena CA 91001-2332,Los Angeles,1910140-AES-001,2017-08-22,5.0,UG/L,No,,
2869,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAB-A,Livermore Valley Joint Unified,Altamont Creek Elementary,6500 Garaventa Ranch Road Livermore CA 94551-8701,Alameda,Drinking Fountain Building C,2018-04-24,5.0,UG/L,No,,
7304,CA2510001,CITY OF ALTURAS,MODOC,2510001-AAD-A,Modoc Joint Unified,Alturas Elementary,809 West 8th Street Alturas CA 96101-3116,Modoc,main bldg drinking fountain,2018-05-02,5.0,UG/L,No,,
80,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ABH-A,New Haven Unified,Alvarado Elementary,31100 Fredi Street Union City CA 94587-2662,Alameda,Lower left Df located in the Cafeteria,2018-05-01,5.0,UG/L,No,,
6508,CA1910194,ROWLAND WATER DISTRICT,LOS ANGELES,1910194-AAG-B,Rowland Unified,Alvarado Intermediate,1901 South Desire Avenue Rowland Heights CA 91748-3846,Los Angeles,Room 72,2017-11-01,5.0,UG/L,No,,
2919,CA0310003,AWA SUTTER CREEK,AMADOR,0310003-AAB-A,Amador County Unified,Amador High,330 Spanish Street Sutter Creek CA 95685-9701,Amador,Main Cafeteria Sink,2017-04-14,5.0,UG/L,No,,
819,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AID-A,Alameda Unified,Amelia Earhart Elementary,400 Packet Landing Road Alameda CA 94502-6534,Alameda,Fountain	Outside of admin building on pillar,2017-11-15,5.0,UG/L,No,,
2190,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CJJ-A,Oakland Unified ,American Indian Model Schools,171 twelfth street Oakland CA 94607-4900,Alameda,Df by rm 9,2018-01-19,5.0,UG/L,No,,
2184,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CJH-E,Oakland Unified,American Indian Public High,746 Grand Avenue Oakland CA 94607-2714,Alameda,Fountain in portable room 3,2018-01-19,91.0,UG/L,No,,
1283,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BHD-A,,American International Montessori School,3339 Martin Luther King Jr Way Berkeley CA 94703,Alameda,Fountain	North Play Yard,2017-12-07,5.0,UG/L,No,,
11489,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-BAJ-A,Natomas Unified,American Lakes Elementary,2800 Stonecreek Drive Sacramento CA 95833-1634,Sacramento,UPPER drinking fountain in Admin building lobby (#1 on map),2017-11-08,5.0,UG/L,No,,
11118,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-ADD-A,Sacramento City Unified,American Legion High (Continuation),3801 Broadway Sacramento CA 95817-3399,Sacramento,Drinking fountain next to window east of room 101 (labeled #1 on map),2017-09-26,5.0,UG/L,No,,
14734,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BHH-A,San Diego Unified,Americas Finest Charter,730 45th Street San Diego CA 92102-3619,San Diego,Kindergarten Bldg Interior south wall of Room K1 two sinks bubbler on left sink,2017-05-16,5.0,UG/L,No,,
4605,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AFG-A,Panama-Buena Vista Union,Amy B Seibert Elementary,2800 Agate Street Bakersfield CA 93304-5306,Kern,S1 DF kdgtn northside wall left df,2017-12-12,66.0,UG/L,No,,
5656,CA1910072,GSWC - WILLOWBROOK,LOS ANGELES,1910072-AAD-A,Compton Unified,Anderson Elementary,2210 East 130th Street Compton CA 90222-2110,Los Angeles,H Building/Library,2018-04-10,5.0,UG/L,No,,
10860,CA3410016,ORANGE VALE WATER COMPANY,SACRAMENTO,3410016-AAB-A,San Juan Unified,Andrew Carnegie Middle,5820 Illinois Avenue Orangevale CA 95662-4418,Sacramento,1,2017-10-03,5.0,UG/L,No,,
2881,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAD-C,Livermore Valley Joint Unified,Andrew N Christensen Middle,5757 Haggin Oaks Avenue Livermore CA 94551-1100,Alameda,Kitchen Faucet,2018-04-24,85.0,UG/L,No,,
17533,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ACC-A,East Side Union High,Andrew P Hill High,3200 Senter Road San Jose CA 95111-1332,Santa Clara,Kitchen sink,2017-05-09,5.0,UG/L,No,,
19080,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-AAG-G,Fairfield-Suisun Unified,Angelo Rodriguez High,5000 Red Top Road Fairfield CA 94534-9527,Solano,Confirmation Sample of Repeat,2018-04-05,5.0,UG/L,No,,
14334,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AJG-C,San Diego Unified,Angier Elementary,8450 Hurlbut Street San Diego CA 92123-2013,San Diego,Cafeteria/Kitchen; South interior wall in the corner in Kitchen; Spray faucet,2017-04-22,102.0,UG/L,No,,
17248,CA4310006,CITY OF MORGAN HILL,SANTA CLARA,4310006-AAG-A,Morgan Hill Unified,Ann Sobrato High,401 Burnett Avenue Morgan Hill CA 95037-2641,Santa Clara,Food Services Kitchen Faucet,2018-02-15,5.0,UG/L,No,,
10920,CA3410017,CALAM - PARKWAY,SACRAMENTO,3410017-AAH-A,Elk Grove Unified,Anna Kirchgater Elementary,8141 Stevenson Avenue Sacramento CA 95828-6943,Sacramento,DF Adjacent Rm 4,2017-11-02,5.0,UG/L,No,,
19106,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ABC-A,Fairfield-Suisun Unified,Anna Kyle Elementary,1600 Kidder Avenue Fairfield CA 94533-3914,Solano,Faucet in K-2,2018-03-22,5.0,UG/L,No,,
6661,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAC-A,Norwalk-La Mirada Unified,Anna M Glazier Elementary,10932 East Excelsior Drive Norwalk CA 90650-4631,Los Angeles,Cafeteria Wash Basin Faucet,2018-02-01,5.0,UG/L,No,,
17655,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AEJ-A,San Jose Unified,Anne Darling Elementary,333 North 33rd Street San Jose CA 95133-1634,Santa Clara,Kitchen sink,2017-09-15,5.0,UG/L,No,,
9492,CA3110025,PLACER CWA - FOOTHILL,PLACER,3110025-AAG-A,Rocklin Unified,Antelope Creek Elementary,6185 Springview Drive Rocklin CA 95677-2900,Placer,Kitchen Sink,2017-05-18,5.0,UG/L,No,,
10316,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,3410001-AAB-A,Roseville Joint Union High,Antelope High,7801 Titan Drive Antelope CA 95843-6037,Placer,Fountain between Mens and Womens restroom SW of Rm CTE 7,2017-04-20,5.0,UG/L,No,,
9811,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AED-A,Murrieta Valley Unified,Antelope Hills Elementary,36105 Murrieta Oaks Avenue Murrieta CA 92562-2311,Riverside,AHE #1 Daycare/Play Area,2018-05-02,5.0,UG/L,No,,
6963,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ACF-A,Kentfield Elementary,Anthony G Bacich Elementary,699 Sir Francis Drake Boulevard Kentfield CA 94904-1639,Marin,BldgE inside DF ,2018-04-04,5.0,UG/L,No,,
2671,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-AAD-A,Hayward Unified,Anthony W Ochoa Middle,2121 Depot Road Hayward CA 94545-2428,Alameda,Drinking fountain by mechanical room @ girls locker room,2018-03-15,5.0,UG/L,No,,
17176,CA4310004,CITY OF GILROY,SANTA CLARA,4310004-AAB-B,Gilroy Unified,Antonio Del Buono Elementary,9300 Wren Avenue Gilroy CA 95020-7636,Santa Clara,B-water fountain by multi purpose room,2017-06-01,5.0,UG/L,No,,
13253,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AAC-A,Cajon Valley Union,Anza Elementary,1005 South Anza Street El Cajon CA 92020-8602,San Diego,Bldg D OS Girls RR Upper DF,2017-03-29,5.0,UG/L,No,,
20104,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAB-A,Simi Valley Unified,Apollo High,3150 School Street Simi Valley CA 93065-3998,Ventura,Bldg 1 Room C1 Outside,2017-04-05,5.0,UG/L,No,,
11862,CA3610003,APPLE VALLEY RANCHOS WC,SAN BERNARDINO,3610003-AAB-A,Apple Valley Unified,Apple Valley High,11837 Navajo Road Apple Valley CA 92308-7653,San Bernardino,001-East side of Library West Fountain,2017-04-19,5.0,UG/L,No,,
18270,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BIG-A,Alum Rock Union Elementary,Aptitud Community Academy at Goss,2475 Van Winkle Lane San Jose CA 95116-3758,Santa Clara,Sample Location 1,2018-03-08,5.0,UG/L,No,,
16120,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BDF-A,San Francisco Unified,Aptos Middle,105 Aptos Avenue San Francisco CA 94127-2520,San Francisco,Lower drinking fountain next to Girls Restroom 133-1 and across from office on 1st floor of Main Building,2018-02-14,5.0,UG/L,No,,
12844,CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,3610064-AAF-A,,Aquinas High School,2772 Sterling Avenue San Bernardino CA 92404,San Bernardino,Gym/Kitchen DF South Wall,2018-05-10,5.0,UG/L,No,,
3141,CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,COLUSA,0610001-AAB-A,Pierce Joint Unified,Arbuckle Elementary,701 Hall Street Arbuckle CA 95912-0100,Colusa,Kitchen  sink,2017-03-22,5.0,UG/L,No,,
4076,CA1210001,ARCATA CITY OF,HUMBOLDT,1210001-AAC-A,Arcata Elementary,Arcata Elementary,2400 Baldwin Street Arcata CA 95521-5168,Humboldt,multi-purpose room drinking fountain,2017-09-14,5.0,UG/L,No,,
4099,CA1210001,ARCATA CITY OF,HUMBOLDT,1210001-AAG-G,Northern Humboldt Union High,Arcata High,1720 M Street Arcata CA 95521-5741,Humboldt,Teachers work room/attendance office,2018-05-30,5.0,UG/L,No,,
18009,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BCB-A,,Archbishop Mitty High,5000 Mitty Way San Jose CA 95129,Santa Clara,1,2017-11-17,5.0,UG/L,No,,
16343,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BIB-A,,Archbishop Riordan High,175 Phelan Avenue San Francisco CA 94112,San Francisco,Drinking fountain next to Boys Restroom in 1st floor lobby inside School Theater building,2018-04-12,5.0,UG/L,No,,
10416,CA3410002,SCWA - ARDEN PARK VISTA,SACRAMENTO,3410002-AAB-A,San Juan Unified,Arden Middle,1640 Watt Avenue Sacramento CA 95864-2964,Sacramento,Exterior double D/F SW corner of MP room outside girls RR Left D/F,2018-02-27,5.0,UG/L,No,,
17125,CA4310001,CWSC LOS ALTOS SUBURBAN,SANTA CLARA,4310001-AAJ-C,Los Altos Elementary,Ardis G Egan Junior High,100 West Portola Avenue Los Altos CA 94022-1210,Santa Clara,S3 Sink Faucet rm 25,2018-03-09,52.0,UG/L,No,,
17064,CA4210021,GOLDEN STATE WATER COMPANY - TANGLEWOOD,SANTA BARBARA,4210021-AAB-A,Santa Maria-Bonita,Arellanes (Don Juan Bautista) Elementary,1890 Sandalwood Drive Santa Maria CA 93455-2846,Santa Barbara,Kitchen Prep Sink,2017-10-18,5.0,UG/L,No,,
17577,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ADB-A,Saratoga Union Elementary,Argonaut Elementary,13200 Shadow Mountain Road Saratoga CA 95070-4362,Santa Clara,Kitchen sink,2017-05-10,5.0,UG/L,No,,
2903,CA0310001,CITY OF JACKSON,AMADOR,0310001-AAD-A,Amador County Unified,Argonaut High,501 Argonaut Lane Jackson CA 95642-2020,Amador,A,2017-11-21,5.0,UG/L,No,,
15501,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AAC-A,San Francisco Unified,Argonne Elementary,680 18th Avenue San Francisco CA 94121-3818,San Francisco,Lower drinking fountain across Rm 107,2017-04-20,5.0,UG/L,No,,
19603,CA5010028,CERES CITY OF,STANISLAUS,5010028-AAB-A,Ceres Unified,Argus High (Continuation),2555 Lawrence Street Ceres CA 95307-0307,Stanislaus,Office - Staff Restroom Hand Sink,2018-02-27,5.0,UG/L,No,,
11619,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAG-A,Elk Grove Unified,Arlene Hein Elementary,6820 Bellaterra Drive Elk Grove CA 95757-3083,Sacramento,Interior wall mounted D/F inside of the MP building,2017-12-05,5.0,UG/L,No,,
5520,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAH-A,Norwalk-La Mirada Unified,Arlie F Hutchinson Middle,13900 Estero Road La Mirada CA 90638-3615,Los Angeles,Multipurpose Kitchen Rinse Faucet,2018-06-05,5.0,UG/L,No,,
10686,CA3410013,CALAM - LINCOLN OAKS,SACRAMENTO,3410013-AAC-A,San Juan Unified,Arlington Heights Elementary,6401 Trenton Way Citrus Heights CA 95621-4821,Sacramento,DF Inside MP,2017-08-22,63.0,UG/L,No,,
10180,CA3310031,RIVERSIDE CITY OF,RIVERSIDE,3310031-AEE-C,Riverside Unified,Arlington High,2951 Jackson Street Riverside CA 92503-5732,Riverside,Exterior Drinking Fountain Outside Staff Lounge (Facing C-12),2018-07-12,75.0,UG/L,No,,
6027,CA1910142,GSWC-SAN DIMAS,LOS ANGELES,1910142-AAC-A,Bonita Unified,Arma J Shull Elementary,825 North Amelia San Dimas CA 91773-1437,Los Angeles,Drinking fountain outside office building,2017-05-24,5.0,UG/L,No,,
9896,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AGC-A,Moreno Valley Unified,Armada Elementary,25201 John F Kennedy Drive Moreno Valley CA 92551-7138,Riverside,ArmE Kitchen,2018-08-30,5.0,UG/L,No,,
3655,CA1010003,CITY OF CLOVIS,FRESNO,1010003-AAB-A,,Armenian Community School,108 North Villa Avenue Clovis CA 93612,Fresno,Hovanessian Building School Cafeteria Drinking Fountain,2017-08-23,5.0,UG/L,No,,
19086,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-AAI-A,Fairfield-Suisun Unified,Armijo High,824 Washington Street Fairfield CA 94533-5541,Solano,Faucet in Annex Kitchen,2018-03-15,5.0,UG/L,No,,
5025,CA1610001,ARMONA COMMUNITY SERVICES DIST,KINGS,1610001-AAB-C,Armona Union Elementary,Armona Elementary,14045 Pimo Street Armona CA 93202-0368,Kings,Armona elem room #2,2018-07-25,89.0,UG/L,No,,
11609,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAE-A,Elk Grove Unified,Arnold Adreani Elementary,9927 Wildhawk West Drive Sacramento CA 95829-8012,Sacramento,inside MP Building,2017-11-15,5.0,UG/L,No,,
9243,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-AEA-A,Tustin Unified,Arnold O Beckman High,3588 Bryan Avenue Irvine CA 92602-1347,Orange,Commons,2017-11-30,5.0,UG/L,No,,
11838,CA3510004,AROMAS WATER DISTRICT,SAN BENITO,3510004-AAB-A,Aromas/San Juan Unified,Aromas,365 Vega Street Aromas CA 95004-0216,San Benito,Cafeteria (internal),2018-08-23,69.0,UG/L,No,,
8008,CA3010002,CITY OF BREA,ORANGE,3010002-AAB-A,Brea-Olinda Unified,Arovista Elementary,900 Eadington Drive Brea CA 92821-5298,Orange,Cafeteria Line Fountain,2017-06-08,5.0,UG/L,No,,
6045,CA1910142,GSWC-SAN DIMAS,LOS ANGELES,1910142-AAJ-A,,Arrow Montessori School of San Dimas,818 West Gladstone Street San Dimas CA 91773,Los Angeles,Sink faucet in kitchen,2017-09-13,5.0,UG/L,No,,
8710,CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,ORANGE,3010047-AAB-A,Tustin Unified,Arroyo Elementary,11112 Coronel Road Santa Ana CA 92705-2492,Orange,Office,2017-11-07,5.0,UG/L,No,,
16448,CA4010001,ARROYO GRANDE WATER DEPARTMENT,SAN LUIS OBISPO,4010001-AAB-A,Lucia Mar Unified,Arroyo Grande High,495 Valley Road Arroyo Grande CA 93420-3928,San Luis Obispo,#1 Cafeteria kitchen sink ,2017-11-02,5.0,UG/L,No,,
5463,CA1910039,SAN GABRIEL VALLEY WATER CO-EL MONTE,LOS ANGELES,1910039-AAC-A,El Monte Union High,Arroyo High,4921 North Cedar Avenue El Monte CA 91732-1099,Los Angeles,Cafeteria Sink,2018-05-22,5.0,UG/L,No,,
357,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-ABF-A,Livermore Valley Joint Unified School District,Arroyo Mocho School,1040 Florence Rd Livermore CA 94550,Alameda,S1 DF bldg B6,2018-05-31,5.0,UG/L,No,,
14297,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AIJ-A,San Diego Unified,Arroyo Paseo Charter High,3773 El Cajon Boulevard San Diego CA 92105,San Diego,Main classroom building north exterior wall triple fountain left bubbler,2017-04-22,5.0,UG/L,No,,
16641,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,4110007-AAI-A,San Carlos Elementary,Arroyo School,1710 Arroyo Avenue San Carlos CA 94070,San Mateo County,S1: Water fountain by science wing restroom,2017-05-23,5.0,UG/L,No,,
2884,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAE-A,Livermore Valley Joint Unified,Arroyo Seco Elementary,5280 Irene Way Livermore CA 94550-3508,Alameda,Drinking Fountain Building A,2018-04-24,5.0,UG/L,No,,
12837,CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,3610064-AAD-A,Redlands Unified,Arroyo Verde Elementary,7701 Church Street Highland CA 92346-3968,San Bernardino,#1 Cafeteria Kitchen Sink (Left Dish),2018-04-12,5.0,UG/L,No,,
19933,CA5610018,VENTURA CWWD NO 1 - MOORPARK,VENTURA,5610018-AAB-A,Moorpark Unified,Arroyo West Elementary,4117 Country Hill Road Moorpark CA 93021-2798,Ventura,Kindergarten Playground Fountain,2018-02-16,5.0,UG/L,No,,
11177,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEF-C,Sacramento City Unified,Arthur A Benjamin Health Professions High,451 McClatchy Way Sacramento CA 95818-2806,Sacramento,Kitchen sink (#3 on map),2017-12-05,5.0,UG/L,No,,
11614,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAF-A,Elk Grove Unified,Arthur C Butler Elementary,9180 Brown Road Elk Grove CA 95624-3916,Sacramento,Inside the MP room,2017-11-14,5.0,UG/L,No,,
16941,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAC-A,Lompoc Unified,Arthur Hapgood Elementary,324 South A Street Lompoc CA 93438-8000,Santa Barbara,CN Kitchen Sink,2018-04-17,5.0,UG/L,No,,
11770,CA3410031,CALAM - ANTELOPE,SACRAMENTO,3410031-AAH-A,Center Joint Unified,Arthur S Dudley Elementary,8000 Aztec Way Antelope CA 95843-4486,Sacramento,DF Adjacent C1,2018-01-18,5.0,UG/L,No,,
6475,CA1910191,NORWALK - CITY WATER DEPT,LOS ANGELES,1910191-AAF-A,Norwalk-La Mirada Unified,Arturo Sanchez Elementary,11960 East 162nd Street Norwalk CA 90650-7228,Los Angeles,Cafeteria - Food Prep Hand Wash Faucet/Sink,2018-05-25,5.0,UG/L,No,,
16638,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,4110007-AAH-A,San Carlos Elementary,Arundel Elementary,200 Arundel Road San Carlos CA 94070-1945,San Mateo,S1: Water fountain outside room 5,2017-05-24,5.0,UG/L,No,,
4397,CA1510001,ARVIN COMMUNITY SERVICES DIST,KERN,1510001-AAB-A,Kern High,Arvin High,900 Varsity Road Arvin CA 93203-2421,Kern,AH2 1510001-829,2017-05-16,5.0,UG/L,No,,
16212,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BFE-A,San Francisco Unified,Asawa (Ruth) SF Sch of the Arts A Public School,555 Portola Drive San Francisco CA 94131-1616,San Francisco,Lower drinking fountain between Room T31 and Room A327 in Main Building,2018-03-14,5.0,UG/L,No,,
14924,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CBG-A,Del Mar Union Elementary,Ashley Falls Elementary,13030 Ashley Falls Drive San Diego CA 92130-3717,San Diego,MUR Behind boyâ€™s restroom two single bubbler fountains lower right fountain,2017-06-02,5.0,UG/L,No,,
2494,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEI-A,Oakland Unified,Aspire Berkley Maynard Academy,6200 San Pablo Avenue Oakland CA 94608-2228,Alameda,Left Df outside parking lot area ,2018-04-26,5.0,UG/L,No,,
11150,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEA-A,Sacramento City Unified,Aspire Capitol Heights Academy,2520 33rd Street Sacramento CA 95817-1943,Sacramento,Exterior drinking fountain (#1 on map),2017-09-26,5.0,UG/L,No,,
2458,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEE-A,Oakland Unified,Aspire College Academy,8030 Atherton Street Oakland CA 94605-3430,Alameda,Outside in yard next to kitchen and adult restroom,2018-04-19,5.0,UG/L,No,,
2499,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEJ-A,Oakland Unified,Aspire ERES Academy,1936 Courtland Avenue Oakland CA 94601-4614,Alameda,Df by playground area ,2018-04-26,5.0,UG/L,No,,
2465,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEG-A,Oakland Unified,Aspire Golden State College Preparatory Academy,1009 66th Avenue Oakland CA 94610-3430,Alameda,Upper Outside drinking fountain located by Rm 103,2018-04-24,5.0,UG/L,No,,
2460,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEF-A,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,400 105th Avenue Oakland CA 94603-2968,Alameda,Df located in Family Room/ Cafeteria Area,2018-04-24,5.0,UG/L,No,,
2424,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEB-A,Oakland Unified,Aspire Monarch Academy,1445 101st Avenue Oakland CA 94603-3207,Alameda,Upper DF outside on parking lot ,2018-04-17,5.0,UG/L,No,,
2510,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DFB-A,West Contra Costa Unified,Aspire Richmond Ca College Preparatory Academy,3040 Hilltop Mall Road Richmond CA 94806,Contra Costa,Upper Df next to Boiler and Janitor room ,2018-05-02,5.0,UG/L,No,,
2515,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DFC-A,West Contra Costa Unified,Aspire Richmond Technology Academy,3040 Hilltop Mall Rd Richmond CA 94806,Contra Costa,Upper Df front of room 204,2018-05-02,5.0,UG/L,No,,
2452,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DED-A,Oakland Unified,Aspire Triumph Technology Academy,3200 62nd Avenue Oakland CA 94605-1614,Alameda,Corner of academic building in parking lot/yard,2018-04-19,5.0,UG/L,No,,
2575,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGB-E,,Assumption,1851 136th Avenue San Leandro CA 94578,Alameda,Fountain Df closest to office in parking lot (on left) Sampled right fixture  ,2018-09-06,79.0,UG/L,No,,
18236,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BHG-A,Union Elementary,Athenour Early Childhood Education Center,5200 Dent Avenue San Jose CA 95118-2258,Santa Clara,Sample Location 1,2018-02-02,5.0,UG/L,No,,
20108,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAC-A,Simi Valley Unified,Atherwood Elementary,2350 East Greensward Street Simi Valley CA 93065-1430,Ventura,Bldg 1 Outside 101/102,2017-04-07,5.0,UG/L,No,,
4628,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AGA-B,Kern County Superintendent of Schools Office,Auburn Community School,3700 Auburn St Bakersfield CA 93306,Kern ,S2 DF admin bldg next to womens restroom,2018-04-03,5.0,UG/L,No,,
14041,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-ADB-A,San Diego Unified,Audubon K-8,8111 San Vicente San Diego CA 92114-4836,San Diego,100s BLDG room 101 next to exit bubbler in sink,2017-04-11,5.0,UG/L,No,,
18091,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BDH-A,Mount Pleasant Elementary,August Boeger Middle,1944 Flint Avenue San Jose CA 95148-1213,Santa Clara,Sample Location 1,2017-12-19,5.0,UG/L,No,,
66,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ABE-A,Newark Unified,August Schilling Elementary,36901 Spruce Street Newark CA 94560-2719,Alameda,Sink water faucet in Room 26,2017-06-01,5.0,UG/L,No,,
4252,CA1310002,CALEXICO CITY OF,IMPERIAL,1310002-AAH-A,Calexico Unified,Aurora High (Continuation),641 Rockwood Avenue Calexico CA 92231-2700,Imperial,Water Fountain East of Student Restrooms ( West ),2018-05-17,5.0,UG/L,No,,
1039,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BCG-A,,Aurora School,40 Dulwich Road Oakland CA 94618,Alameda,Fountain	Top floor hallway water fountain ,2017-11-28,5.0,UG/L,No,,
9826,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AEG-A,Murrieta Valley Unified,Avaxat Elementary,24300 Rancho Las Brisas Drive Murrieta CA 92562,Riverside,AE #1 Kitchen,2018-05-03,5.0,UG/L,No,,
