ID,PwsID,WaterSystemName,WaterSystemCounty,PSCODE,DISTRICT,SchoolName,SchoolAddress,SchoolCounty,SchoolSiteName,SAMPLE_DATE,RESULT,RPT_UNIT,Action_Level_Exceedance.,ALE_Follow_Up_Action,ALE_Follow_Up_Status
6013,CA1910140,RUBIO CANON LAND & WATER ASSOCIATION,LOS ANGELES,1910140-AAB-E,Pasadena Unified,Altadena Elementary,743 East Calaveras Street Altadena CA 91001-2332,Los Angeles,1910140-AES-005,2017-08-22,5,UG/L,No,NA,NA
2873,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAB-E,Livermore Valley Joint Unified,Altamont Creek Elementary,6500 Garaventa Ranch Road Livermore CA 94551-8701,Alameda,Drinking Fountain Day Care Building,2018-04-24,5,UG/L,No,NA,NA
7305,CA2510001,CITY OF ALTURAS,MODOC,2510001-AAD-B,Modoc Joint Unified,Alturas Elementary,809 West 8th Street Alturas CA 96101-3116,Modoc,multi purpose room drinking fountain sink,2018-05-02,5,UG/L,No,NA,NA
84,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ABH-E,New Haven Unified,Alvarado Elementary,31100 Fredi Street Union City CA 94587-2662,Alameda,Left faucet on outside Df located next to Rm 31,2018-05-01,5,UG/L,No,NA,NA
6508,CA1910194,ROWLAND WATER DISTRICT,LOS ANGELES,1910194-AAG-B,Rowland Unified,Alvarado Intermediate,1901 South Desire Avenue Rowland Heights CA 91748-3846,Los Angeles,Room 72,2017-11-01,5,UG/L,No,NA,NA
2920,CA0310003,AWA SUTTER CREEK,AMADOR,0310003-AAB-B,Amador County Unified,Amador High,330 Spanish Street Sutter Creek CA 95685-9701,Amador,Main Office Staff Sink,2017-04-14,5,UG/L,No,NA,NA
822,CA0110005,EAST BAY MUD,ALAMEDA,0110005-AID-D,Alameda Unified,Amelia Earhart Elementary,400 Packet Landing Road Alameda CA 94502-6534,Alameda,Fountain	Outside northwestern corner of Kindergarten ,2017-11-15,5,UG/L,No,NA,NA
2196,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CJJ-D,Oakland Unified ,American Indian Model Schools,171 twelfth street Oakland CA 94607-4900,Alameda,Second from lef tap in womenâ€™s rr on 2nd floor,2018-01-19,5,UG/L,No,NA,NA
2184,CA0110005,EAST BAY MUD,ALAMEDA,0110005-CJH-E,Oakland Unified,American Indian Public High,746 Grand Avenue Oakland CA 94607-2714,Alameda,Fountain in portable room 3,2018-01-19,91,UG/L,No,NA,NA
1287,CA0110005,EAST BAY MUD,ALAMEDA,0110005-BHD-E,NA,American International Montessori School,3339 Martin Luther King Jr Way Berkeley CA 94703,Alameda,Fountain	Second floor hallway near bathroom ,2017-12-07,5,UG/L,No,NA,NA
11492,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-BAJ-D,Natomas Unified,American Lakes Elementary,2800 Stonecreek Drive Sacramento CA 95833-1634,Sacramento,LEFT exterior drinking fountain on east wall of Learning Center (#4 on map),2017-11-08,5,UG/L,No,NA,NA
11121,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-ADD-D,Sacramento City Unified,American Legion High (Continuation),3801 Broadway Sacramento CA 95817-3399,Sacramento,Cafeteria sink labeled (#6 on map),2017-09-26,5,UG/L,No,NA,NA
14738,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-BHH-E,San Diego Unified,Americas Finest Charter,730 45th Street San Diego CA 92102-3619,San Diego,Bldg 2 Exterior west wall near room â€œStorage Bâ€ù triple bubbler fountain right bubbler,2017-05-16,5,UG/L,No,NA,NA
4605,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AFG-A,Panama-Buena Vista Union,Amy B Seibert Elementary,2800 Agate Street Bakersfield CA 93304-5306,Kern,S1 DF kdgtn northside wall left df,2017-12-12,66,UG/L,No,NA,NA
5659,CA1910072,GSWC - WILLOWBROOK,LOS ANGELES,1910072-AAD-D,Compton Unified,Anderson Elementary,2210 East 130th Street Compton CA 90222-2110,Los Angeles,Kitchen,2018-04-10,5,UG/L,No,NA,NA
10864,CA3410016,ORANGE VALE WATER COMPANY,SACRAMENTO,3410016-AAB-E,San Juan Unified,Andrew Carnegie Middle,5820 Illinois Avenue Orangevale CA 95662-4418,Sacramento,5,2017-10-03,5,UG/L,No,NA,NA
2881,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAD-C,Livermore Valley Joint Unified,Andrew N Christensen Middle,5757 Haggin Oaks Avenue Livermore CA 94551-1100,Alameda,Kitchen Faucet,2018-04-24,85,UG/L,No,NA,NA
17537,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ACC-E,East Side Union High,Andrew P Hill High,3200 Senter Road San Jose CA 95111-1332,Santa Clara,Near S-104 room (left fountain),2017-05-09,5,UG/L,No,NA,NA
19080,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-AAG-G,Fairfield-Suisun Unified,Angelo Rodriguez High,5000 Red Top Road Fairfield CA 94534-9527,Solano,Confirmation Sample of Repeat,2018-04-05,5,UG/L,No,NA,NA
14334,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AJG-C,San Diego Unified,Angier Elementary,8450 Hurlbut Street San Diego CA 92123-2013,San Diego,Cafeteria/Kitchen; South interior wall in the corner in Kitchen; Spray faucet,2017-04-22,102,UG/L,No,NA,NA
17254,CA4310006,CITY OF MORGAN HILL,SANTA CLARA,4310006-AAG-Z,Morgan Hill Unified,Ann Sobrato High,401 Burnett Avenue Morgan Hill CA 95037-2641,Santa Clara,DISTRIBUTION SOURCE,2018-02-15,5,UG/L,No,NA,NA
10924,CA3410017,CALAM - PARKWAY,SACRAMENTO,3410017-AAH-E,Elk Grove Unified,Anna Kirchgater Elementary,8141 Stevenson Avenue Sacramento CA 95828-6943,Sacramento,DF Btwn K1&K2,2017-11-02,5,UG/L,No,NA,NA
19110,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-ABC-E,Fairfield-Suisun Unified,Anna Kyle Elementary,1600 Kidder Avenue Fairfield CA 94533-3914,Solano,Main Court Drinking Fountain,2018-03-22,5,UG/L,No,NA,NA
6663,CA1910211,LIBERTY UTILITIES - BELLFLOWER-NORWALK,LOS ANGELES,1910211-AAC-C,Norwalk-La Mirada Unified,Anna M Glazier Elementary,10932 East Excelsior Drive Norwalk CA 90650-4631,Los Angeles,Water Fountain Drinking Spigot,2018-02-01,5,UG/L,No,NA,NA
17659,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-AEJ-E,San Jose Unified,Anne Darling Elementary,333 North 33rd Street San Jose CA 95133-1634,Santa Clara,21-25 Building left fountain next to boys restroom,2017-09-15,5,UG/L,No,NA,NA
9496,CA3110025,PLACER CWA - FOOTHILL,PLACER,3110025-AAG-E,Rocklin Unified,Antelope Creek Elementary,6185 Springview Drive Rocklin CA 95677-2900,Placer,Building K Fountain,2017-05-18,5,UG/L,No,NA,NA
10320,CA3410001,SACRAMENTO SUBURBAN WATER DISTRICT,SACRAMENTO,3410001-AAB-E,Roseville Joint Union High,Antelope High,7801 Titan Drive Antelope CA 95843-6037,Placer,Fountain (Admin Bldg) adjacent to Workroom L45,2017-04-20,5,UG/L,No,NA,NA
9815,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AED-E,Murrieta Valley Unified,Antelope Hills Elementary,36105 Murrieta Oaks Avenue Murrieta CA 92562-2311,Riverside,AHE #5 Kitchen,2018-05-02,5,UG/L,No,NA,NA
6967,CA2110002,MARIN MUNICIPAL WATER DISTRICT,MARIN,2110002-ACF-E,Kentfield Elementary,Anthony G Bacich Elementary,699 Sir Francis Drake Boulevard Kentfield CA 94904-1639,Marin,BldgC outside girls bathroom DF ,2018-04-04,5,UG/L,No,NA,NA
2675,CA0110006,CITY OF HAYWARD,ALAMEDA,0110006-AAD-E,Hayward Unified,Anthony W Ochoa Middle,2121 Depot Road Hayward CA 94545-2428,Alameda,Drinking fountain between boys & girls restroom by Room 23,2018-03-15,5,UG/L,No,NA,NA
17176,CA4310004,CITY OF GILROY,SANTA CLARA,4310004-AAB-B,Gilroy Unified,Antonio Del Buono Elementary,9300 Wren Avenue Gilroy CA 95020-7636,Santa Clara,B-water fountain by multi purpose room,2017-06-01,5,UG/L,No,NA,NA
13256,CA3710010,HELIX WATER DISTRICT,SAN DIEGO,3710010-AAC-E,Cajon Valley Union,Anza Elementary,1005 South Anza Street El Cajon CA 92020-8602,San Diego,Staff Lounge Sink,2017-03-29,5,UG/L,No,NA,NA
20107,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAB-D,Simi Valley Unified,Apollo High,3150 School Street Simi Valley CA 93065-3998,Ventura,Room G2 Kichen at Filter,2017-04-05,5,UG/L,No,NA,NA
11866,CA3610003,APPLE VALLEY RANCHOS WC,SAN BERNARDINO,3610003-AAB-E,Apple Valley Unified,Apple Valley High,11837 Navajo Road Apple Valley CA 92308-7653,San Bernardino,005-Food prep sink for Building K Kitchen,2017-04-19,5,UG/L,No,NA,NA
18274,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BIG-E,Alum Rock Union Elementary,Aptitud Community Academy at Goss,2475 Van Winkle Lane San Jose CA 95116-3758,Santa Clara,Sample Location 5,2018-03-08,5,UG/L,No,NA,NA
16124,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BDF-E,San Francisco Unified,Aptos Middle,105 Aptos Avenue San Francisco CA 94127-2520,San Francisco,Upper drinking fountain between hallway and Room 341 and across from Room 330 on 3rd floor of Main Building,2018-02-14,5,UG/L,No,NA,NA
12846,CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,3610064-AAF-C,NA,Aquinas High School,2772 Sterling Avenue San Bernardino CA 92404,San Bernardino,Bldg E DF West Wall,2018-05-10,5,UG/L,No,NA,NA
3143,CA0610001,ARBUCKLE PUBLIC UTILITY DISTRICT,COLUSA,0610001-AAB-C,Pierce Joint Unified,Arbuckle Elementary,701 Hall Street Arbuckle CA 95912-0100,Colusa,East class rooms fountain,2017-03-22,5,UG/L,No,NA,NA
4080,CA1210001,ARCATA CITY OF,HUMBOLDT,1210001-AAC-E,Arcata Elementary,Arcata Elementary,2400 Baldwin Street Arcata CA 95521-5168,Humboldt,staff work room drinking fountain,2017-09-14,5,UG/L,No,NA,NA
4100,CA1210001,ARCATA CITY OF,HUMBOLDT,1210001-AAG-Z,Northern Humboldt Union High,Arcata High,1720 M Street Arcata CA 95521-5741,Humboldt,DISTRIBUTION SOURCE,2018-05-30,5,UG/L,No,NA,NA
18013,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BCB-E,NA,Archbishop Mitty High,5000 Mitty Way San Jose CA 95129,Santa Clara,5,2017-11-17,5,UG/L,No,NA,NA
16347,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BIB-E,NA,Archbishop Riordan High,175 Phelan Avenue San Francisco CA 94112,San Francisco,Drinking fountain next to Room 105 on 1st floor of Main Building,2018-04-12,5,UG/L,No,NA,NA
10420,CA3410002,SCWA - ARDEN PARK VISTA,SACRAMENTO,3410002-AAB-E,San Juan Unified,Arden Middle,1640 Watt Avenue Sacramento CA 95864-2964,Sacramento,Exterior double D/F East of room 8 to the south of girls RR Right D/F,2018-02-27,5,UG/L,No,NA,NA
17125,CA4310001,CWSC LOS ALTOS SUBURBAN,SANTA CLARA,4310001-AAJ-C,Los Altos Elementary,Ardis G Egan Junior High,100 West Portola Avenue Los Altos CA 94022-1210,Santa Clara,S3 Sink Faucet rm 25,2018-03-09,52,UG/L,No,NA,NA
17068,CA4210021,GOLDEN STATE WATER COMPANY - TANGLEWOOD,SANTA BARBARA,4210021-AAB-E,Santa Maria-Bonita,Arellanes (Don Juan Bautista) Elementary,1890 Sandalwood Drive Santa Maria CA 93455-2846,Santa Barbara,1000 Building Outside Fountain,2017-10-18,5,UG/L,No,NA,NA
17581,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-ADB-E,Saratoga Union Elementary,Argonaut Elementary,13200 Shadow Mountain Road Saratoga CA 95070-4362,Santa Clara,Child care center/play ground single fountain by storage shed,2017-05-10,5,UG/L,No,NA,NA
2905,CA0310001,CITY OF JACKSON,AMADOR,0310001-AAD-E,Amador County Unified,Argonaut High,501 Argonaut Lane Jackson CA 95642-2020,Amador,E,2017-11-21,5,UG/L,No,NA,NA
15505,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-AAC-E,San Francisco Unified,Argonne Elementary,680 18th Avenue San Francisco CA 94121-3818,San Francisco,Lower fountain between restrooms in 3/F hallway,2017-04-20,5,UG/L,No,NA,NA
19605,CA5010028,CERES CITY OF,STANISLAUS,5010028-AAB-C,Ceres Unified,Argus High (Continuation),2555 Lawrence Street Ceres CA 95307-0307,Stanislaus,Student Restroom (Boys) - Hand Sink,2018-02-27,5,UG/L,No,NA,NA
2423,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEA-E,Oakland Unified,ARISE High,3301 East 12th Street Suite 205 Oakland CA 94601-2940,Alameda,Upper df by menâ€™s rr and gender neutral rr in science wing,2018-04-12,5,UG/L,No,NA,NA
11623,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAG-E,Elk Grove Unified,Arlene Hein Elementary,6820 Bellaterra Drive Elk Grove CA 95757-3083,Sacramento,Exterior wall mounted D/F on kindergarten playground,2017-12-05,5,UG/L,No,NA,NA
5524,CA1910059,SUBURBAN WATER SYSTEMS-LA MIRADA,LOS ANGELES,1910059-AAH-E,Norwalk-La Mirada Unified,Arlie F Hutchinson Middle,13900 Estero Road La Mirada CA 90638-3615,Los Angeles,Building G Restroom Outside Fountain,2018-06-05,5,UG/L,No,NA,NA
10686,CA3410013,CALAM - LINCOLN OAKS,SACRAMENTO,3410013-AAC-A,San Juan Unified,Arlington Heights Elementary,6401 Trenton Way Citrus Heights CA 95621-4821,Sacramento,DF Inside MP,2017-08-22,63,UG/L,No,NA,NA
10180,CA3310031,RIVERSIDE CITY OF,RIVERSIDE,3310031-AEE-C,Riverside Unified,Arlington High,2951 Jackson Street Riverside CA 92503-5732,Riverside,Exterior Drinking Fountain Outside Staff Lounge (Facing C-12),2018-07-12,75,UG/L,No,NA,NA
6029,CA1910142,GSWC-SAN DIMAS,LOS ANGELES,1910142-AAC-C,Bonita Unified,Arma J Shull Elementary,825 North Amelia San Dimas CA 91773-1437,Los Angeles,Drinking fountain inside Room 8,2017-05-24,5,UG/L,No,NA,NA
9899,CA3310009,EASTERN MUNICIPAL WD,RIVERSIDE,3310009-AGC-D,Moreno Valley Unified,Armada Elementary,25201 John F Kennedy Drive Moreno Valley CA 92551-7138,Riverside,ArmE Rm 40 Childs Place,2018-08-30,5,UG/L,No,NA,NA
3658,CA1010003,CITY OF CLOVIS,FRESNO,1010003-AAB-D,NA,Armenian Community School,108 North Villa Avenue Clovis CA 93612,Fresno,Cafeteria Kitchen Prep Sink Faucet,2017-08-23,5,UG/L,No,NA,NA
19090,CA4810003,CITY OF FAIRFIELD,SOLANO,4810003-AAI-E,Fairfield-Suisun Unified,Armijo High,824 Washington Street Fairfield CA 94533-5541,Solano,Faucet in Band Dressing Room,2018-03-15,5,UG/L,No,NA,NA
5025,CA1610001,ARMONA COMMUNITY SERVICES DIST,KINGS,1610001-AAB-C,Armona Union Elementary,Armona Elementary,14045 Pimo Street Armona CA 93202-0368,Kings,Armona elem room #2,2018-07-25,89,UG/L,No,NA,NA
11613,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAE-E,Elk Grove Unified,Arnold Adreani Elementary,9927 Wildhawk West Drive Sacramento CA 95829-8012,Sacramento,Kinder playground,2017-11-15,5,UG/L,No,NA,NA
9247,CA3010092,IRVINE RANCH WATER DISTRICT,ORANGE,3010092-AEA-E,Tustin Unified,Arnold O Beckman High,3588 Bryan Avenue Irvine CA 92602-1347,Orange,Snack,2017-11-30,5,UG/L,No,NA,NA
11838,CA3510004,AROMAS WATER DISTRICT,SAN BENITO,3510004-AAB-A,Aromas/San Juan Unified,Aromas,365 Vega Street Aromas CA 95004-0216,San Benito,Cafeteria (internal),2018-08-23,69,UG/L,No,NA,NA
8012,CA3010002,CITY OF BREA,ORANGE,3010002-AAB-E,Brea-Olinda Unified,Arovista Elementary,900 Eadington Drive Brea CA 92821-5298,Orange,Outdoor Kinder Fountain,2017-06-08,5,UG/L,No,NA,NA
6049,CA1910142,GSWC-SAN DIMAS,LOS ANGELES,1910142-AAJ-E,NA,Arrow Montessori School of San Dimas,818 West Gladstone Street San Dimas CA 91773,Los Angeles,Drinking fountain inside Room B,2017-09-13,5,UG/L,No,NA,NA
8718,CA3010047,GOLDEN STATE WC - COWAN HEIGHTS,ORANGE,3010047-AAB-E,Tustin Unified,Arroyo Elementary,11112 Coronel Road Santa Ana CA 92705-2492,Orange,Between classroom #3 and #2,2017-11-07,5,UG/L,No,NA,NA
16452,CA4010001,ARROYO GRANDE WATER DEPARTMENT,SAN LUIS OBISPO,4010001-AAB-E,Lucia Mar Unified,Arroyo Grande High,495 Valley Road Arroyo Grande CA 93420-3928,San Luis Obispo,#5 900 wing bottle fill staition ,2017-11-02,5,UG/L,No,NA,NA
5465,CA1910039,SAN GABRIEL VALLEY WATER CO-EL MONTE,LOS ANGELES,1910039-AAC-C,El Monte Union High,Arroyo High,4921 North Cedar Avenue El Monte CA 91732-1099,Los Angeles,Room 52 Kitchen Sink #4,2018-05-22,5,UG/L,No,NA,NA
359,CA0110003,CALIFORNIA WATER SERVICE - LIVERMORE,ALAMEDA,0110003-ABF-C,Livermore Valley Joint Unified School District,Arroyo Mocho School,1040 Florence Rd Livermore CA 94550,Alameda,S3 DF bldg H27,2018-05-31,5,UG/L,No,NA,NA
14301,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-AIJ-E,San Diego Unified,Arroyo Paseo Charter High,3773 El Cajon Boulevard San Diego CA 92105,San Diego,Main building room 13 bubbler at sink,2017-04-22,5,UG/L,No,NA,NA
16642,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,4110007-AAI-B,San Carlos Elementary,Arroyo School,1710 Arroyo Avenue San Carlos CA 94070,San Mateo County,S2: Water fountain inside classroom 1,2017-05-23,5,UG/L,No,NA,NA
2888,CA0110011,CITY OF LIVERMORE,ALAMEDA,0110011-AAE-E,Livermore Valley Joint Unified,Arroyo Seco Elementary,5280 Irene Way Livermore CA 94550-3508,Alameda,Kitchen Faucet Day Care Building N,2018-04-24,5,UG/L,No,NA,NA
12839,CA3610064,EAST VALLEY WATER DISTRICT,SAN BERNARDINO,3610064-AAD-C,Redlands Unified,Arroyo Verde Elementary,7701 Church Street Highland CA 92346-3968,San Bernardino,#3 Drinking Fountain (Bldg 22),2018-04-12,5,UG/L,No,NA,NA
19937,CA5610018,VENTURA CWWD NO 1 - MOORPARK,VENTURA,5610018-AAB-E,Moorpark Unified,Arroyo West Elementary,4117 Country Hill Road Moorpark CA 93021-2798,Ventura,PE Area Fountain,2018-02-16,5,UG/L,No,NA,NA
11177,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEF-C,Sacramento City Unified,Arthur A Benjamin Health Professions High,451 McClatchy Way Sacramento CA 95818-2806,Sacramento,Kitchen sink (#3 on map),2017-12-05,5,UG/L,No,NA,NA
11618,CA3410029,SCWA - LAGUNA/VINEYARD,SACRAMENTO,3410029-AAF-E,Elk Grove Unified,Arthur C Butler Elementary,9180 Brown Road Elk Grove CA 95624-3916,Sacramento,Playground between restrooms & room 11,2017-11-14,5,UG/L,No,NA,NA
16946,CA4210006,LOMPOC-CITY WATER UTILITY DIV,SANTA BARBARA,4210006-AAC-Z,Lompoc Unified,Arthur Hapgood Elementary,324 South A Street Lompoc CA 93438-8000,Santa Barbara,DISTRIBUTION SOURCE,2018-04-17,5,UG/L,No,NA,NA
11774,CA3410031,CALAM - ANTELOPE,SACRAMENTO,3410031-AAH-E,Center Joint Unified,Arthur S Dudley Elementary,8000 Aztec Way Antelope CA 95843-4486,Sacramento,Sink Rm 10,2018-01-18,5,UG/L,No,NA,NA
6479,CA1910191,NORWALK - CITY WATER DEPT,LOS ANGELES,1910191-AAF-E,Norwalk-La Mirada Unified,Arturo Sanchez Elementary,11960 East 162nd Street Norwalk CA 90650-7228,Los Angeles,Building #10 - Kindergarten Drinking Fountain,2018-05-25,5,UG/L,No,NA,NA
16640,CA4110007,CALIFORNIA WATER SERVICE - SAN CARLOS,SAN MATEO,4110007-AAH-C,San Carlos Elementary,Arundel Elementary,200 Arundel Road San Carlos CA 94070-1945,San Mateo,S3: Water fountain outside girls/boys restroom,2017-05-24,5,UG/L,No,NA,NA
4401,CA1510001,ARVIN COMMUNITY SERVICES DIST,KERN,1510001-AAB-E,Kern High,Arvin High,900 Varsity Road Arvin CA 93203-2421,Kern,AH27 1510001-853,2017-05-16,5,UG/L,No,NA,NA
16216,CA3810011,SFPUC CITY DISTRIBUTION DIVISION,SAN FRANCISCO,3810011-BFE-E,San Francisco Unified,Asawa (Ruth) SF Sch of the Arts A Public School,555 Portola Drive San Francisco CA 94131-1616,San Francisco,Upper drinking fountain next to Room B209 outsdie Main Building near covered courtyard,2018-03-14,5,UG/L,No,NA,NA
2229,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DAG-E,Oakland Unified,ASCEND,3709 East 12th Street Oakland CA 94601-4001,Alameda,Lower DF kindergarten yard ,2018-01-24,5,UG/L,No,NA,NA
14928,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-CBG-E,Del Mar Union Elementary,Ashley Falls Elementary,13030 Ashley Falls Drive San Diego CA 92130-3717,San Diego,Wing 300 Interior hallway across classroom 305 bubbler at sink,2017-06-02,5,UG/L,No,NA,NA
2498,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEI-E,Oakland Unified,Aspire Berkley Maynard Academy,6200 San Pablo Avenue Oakland CA 94608-2228,Alameda,Upper Df playground area ,2018-04-26,5,UG/L,No,NA,NA
11152,CA3410020,CITY OF SACRAMENTO MAIN,SACRAMENTO,3410020-AEA-C,Sacramento City Unified,Aspire Capitol Heights Academy,2520 33rd Street Sacramento CA 95817-1943,Sacramento,Kitchen sink (#3 on map),2017-09-26,5,UG/L,No,NA,NA
2459,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEE-B,Oakland Unified,Aspire College Academy,8030 Atherton Street Oakland CA 94605-3430,Alameda,Kitchen in hall/cafeteria,2018-04-19,5,UG/L,No,NA,NA
2501,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEJ-C,Oakland Unified,Aspire ERES Academy,1936 Courtland Avenue Oakland CA 94601-4614,Alameda,Df between women & Men restroom ,2018-04-26,5,UG/L,No,NA,NA
2469,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEG-E,Oakland Unified,Aspire Golden State College Preparatory Academy,1009 66th Avenue Oakland CA 94610-3430,Alameda,Tap located in Kitchen Prep Area,2018-04-24,5,UG/L,No,NA,NA
2464,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEF-E,Oakland Unified,Aspire Lionel Wilson College Preparatory Academy,400 105th Avenue Oakland CA 94603-2968,Alameda,Df located next to Rm 163 ,2018-04-24,5,UG/L,No,NA,NA
2428,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DEB-E,Oakland Unified,Aspire Monarch Academy,1445 101st Avenue Oakland CA 94603-3207,Alameda,Kitchen tap inside cafeteria ,2018-04-17,5,UG/L,No,NA,NA
2514,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DFB-E,West Contra Costa Unified,Aspire Richmond Ca College Preparatory Academy,3040 Hilltop Mall Road Richmond CA 94806,Contra Costa,Upper Df between restrooms inside the Gym,2018-05-02,5,UG/L,No,NA,NA
2517,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DFC-C,West Contra Costa Unified,Aspire Richmond Technology Academy,3040 Hilltop Mall Rd Richmond CA 94806,Contra Costa,Sink Tw main kitchen N/E sink ,2018-05-02,5,UG/L,No,NA,NA
2457,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DED-F,Oakland Unified,Aspire Triumph Technology Academy,3200 62nd Avenue Oakland CA 94605-1614,Alameda,Across from room 211,2018-04-19,5,UG/L,No,NA,NA
2575,CA0110005,EAST BAY MUD,ALAMEDA,0110005-DGB-E,NA,Assumption,1851 136th Avenue San Leandro CA 94578,Alameda,Fountain Df closest to office in parking lot (on left) Sampled right fixture  ,2018-09-06,79,UG/L,No,NA,NA
18238,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BHG-C,Union Elementary,Athenour Early Childhood Education Center,5200 Dent Avenue San Jose CA 95118-2258,Santa Clara,Sample Location 3,2018-02-02,5,UG/L,No,NA,NA
20112,CA5610059,GOLDEN STATE WATER COMPANY - SIMI VALLEY,VENTURA,5610059-AAC-E,Simi Valley Unified,Atherwood Elementary,2350 East Greensward Street Simi Valley CA 93065-1430,Ventura,Bldg 5 Near Restrooms,2017-04-07,5,UG/L,No,NA,NA
4628,CA1510003,CWS - BAKERSFIELD,KERN,1510003-AGA-B,Kern County Superintendent of Schools Office,Auburn Community School,3700 Auburn St Bakersfield CA 93306,Kern ,S2 DF admin bldg next to womens restroom,2018-04-03,5,UG/L,No,NA,NA
14045,CA3710020,SAN DIEGO CITY OF,SAN DIEGO,3710020-ADB-E,San Diego Unified,Audubon K-8,8111 San Vicente San Diego CA 92114-4836,San Diego,Portable restroom near rooms B18 - B20 exterior free standing two station upper bubbler,2017-04-11,5,UG/L,No,NA,NA
18095,CA4310011,SAN JOSE WATER,SANTA CLARA,4310011-BDH-E,Mount Pleasant Elementary,August Boeger Middle,1944 Flint Avenue San Jose CA 95148-1213,Santa Clara,Sample Location 5,2017-12-19,5,UG/L,No,NA,NA
70,CA0110001,ALAMEDA COUNTY WATER DISTRICT,ALAMEDA,0110001-ABE-E,Newark Unified,August Schilling Elementary,36901 Spruce Street Newark CA 94560-2719,Alameda,Sink water Faucet in Room 22,2017-06-01,5,UG/L,No,NA,NA
